ID,county,謝長廷,馬英九,,
1001009-019,嘉義縣東石鄉塭仔村,16,390,,
1001009-020,嘉義縣東石鄉網寮村,390,98,,
1001009-021,嘉義縣東石鄉掌潭村,98,460,,
1001002-001,嘉義縣朴子市安福里,460,44,,
1001002-002,嘉義縣朴子市平和里,44,321,,
1001002-003,嘉義縣朴子市內厝里,321,33,,
1001002-004,嘉義縣朴子市開元里,33,324,,
1001002-005,嘉義縣朴子市順天里,324,42,,
1001002-006,嘉義縣朴子市中正里,42,371,,
1001002-007,嘉義縣朴子市博厚里,371,23,,
1001002-008,嘉義縣朴子市文化里,23,329,,
1001002-009,嘉義縣朴子市永和里,329,135,,
1001002-010,嘉義縣朴子市竹圍里,135,533,,
1001002-011,嘉義縣朴子市新寮里,533,534,,
#N/A,嘉義縣朴子市雙溪里,534,770,嘉義縣,
1001002-013,嘉義縣朴子市溪口里,770,452,,
1001002-014,嘉義縣朴子市德興里,452,555,,
1001002-015,嘉義縣朴子市仁和里,555,436,,
1001002-016,嘉義縣朴子市大鄉里,436,1794,,
1001002-017,嘉義縣朴子市大葛里,1794,844,,
1001002-018,嘉義縣朴子市佳禾里,844,2999,,
1001002-019,嘉義縣朴子市竹村里,2999,1044,,
1001002-020,嘉義縣朴子市崁前里,1044,1104,,
1001002-022,嘉義縣朴子市崁後里,1104,1121,,
1001002-021,嘉義縣朴子市順安里,1121,2357,,
1001002-023,嘉義縣朴子市德家里,2357,859,,
1001002-024,嘉義縣朴子市新庄里,859,2017,,
1001002-025,嘉義縣朴子市梅華里,2017,1105,,
1001002-026,嘉義縣朴子市松華里,1105,1631,,
1001002-027,嘉義縣朴子市南竹里,1631,449,,
1001001-001,嘉義縣太保市太保里,449,3052,,
1001001-002,嘉義縣太保市後庄里,3052,1398,,
1001001-003,嘉義縣太保市前潭里,1398,926,,
1001001-004,嘉義縣太保市後潭里,926,726,,
1001001-005,嘉義縣太保市梅埔里,726,1265,,
1001001-006,嘉義縣太保市春珠里,1265,753,,
1001001-007,嘉義縣太保市崙頂里,753,1862,,
1001001-018,嘉義縣太保市安仁里,1862,758,,
1001001-008,嘉義縣太保市東勢里,758,1933,,
1001001-009,嘉義縣太保市新埤里,1933,537,,
1001001-010,嘉義縣太保市舊埤里,537,960,,
1001001-011,嘉義縣太保市田尾里,960,540,,
1001001-012,嘉義縣太保市港尾里,540,1648,,
1001001-013,嘉義縣太保市過溝里,1648,668,,
1001001-014,嘉義縣太保市麻寮里,668,2464,,
1001001-015,嘉義縣太保市南新里,2464,691,,
1001001-016,嘉義縣太保市北新里,691,5773,,
1001001-017,嘉義縣太保市埤鄉里,5773,613,,
1001003-001,嘉義縣布袋鎮岱江里,613,448,,
1001003-002,嘉義縣布袋鎮九龍里,448,1636,,
1001003-003,嘉義縣布袋鎮岑海里,1636,3375,,
1001003-004,嘉義縣布袋鎮興中里,3375,830,,
1001003-005,嘉義縣布袋鎮光復里,830,1913,,
1001003-006,嘉義縣布袋鎮見龍里,1913,880,,
1001003-007,嘉義縣布袋鎮新厝里,880,1619,,
1001003-008,嘉義縣布袋鎮龍江里,1619,260,,
1001003-019,嘉義縣布袋鎮西安里,260,2156,,
1001003-021,嘉義縣布袋鎮中安里,2156,1040,,
1001003-020,嘉義縣布袋鎮東安里,1040,2209,,
1001003-022,嘉義縣布袋鎮樹林里,2209,959,,
1001003-023,嘉義縣布袋鎮貴舍里,959,1123,,
1001003-013,嘉義縣布袋鎮永安里,1123,525,,
1001003-014,嘉義縣布袋鎮東港里,525,794,,
1001003-015,嘉義縣布袋鎮江山里,794,1603,,
1001003-016,嘉義縣布袋鎮菜舖里,1603,1916,,
1001003-017,嘉義縣布袋鎮考試里,1916,1000,,
1001003-018,嘉義縣布袋鎮振寮里,1000,2153,,
1001003-009,嘉義縣布袋鎮新岑里,2153,534,,
1001003-010,嘉義縣布袋鎮新民里,534,1339,,
1001003-011,嘉義縣布袋鎮復興里,1339,362,,
1001003-012,嘉義縣布袋鎮好美里,362,394,,
1001010-001,嘉義縣義竹鄉岸腳村,394,1490,,
1001010-002,嘉義縣義竹鄉義竹村,1490,1391,,
1001010-003,嘉義縣義竹鄉六桂村,1391,930,,
1001010-004,嘉義縣義竹鄉仁里村,930,3726,,
1001010-005,嘉義縣義竹鄉傳芳村,3726,259,,
1001010-006,嘉義縣義竹鄉頭竹村,259,2121,,
1001010-007,嘉義縣義竹鄉五厝村,2121,633,,
1001010-008,嘉義縣義竹鄉中平村,633,1195,,
1001010-009,嘉義縣義竹鄉埤前村,1195,917,,
1001010-010,嘉義縣義竹鄉平溪村,917,1837,,
1001010-011,嘉義縣義竹鄉後鎮村,1837,422,,
1001010-012,嘉義縣義竹鄉北華村,422,1238,,
1001010-013,嘉義縣義竹鄉新店村,1238,579,,
1001010-014,嘉義縣義竹鄉東過村,579,1291,,
1001010-015,嘉義縣義竹鄉西過村,1291,916,,
1001010-016,嘉義縣義竹鄉官和村,916,2182,,
1001010-017,嘉義縣義竹鄉官順村,2182,1657,,
1001010-018,嘉義縣義竹鄉新富村,1657,3324,,
1001010-019,嘉義縣義竹鄉東光村,3324,1188,,
1001010-020,嘉義縣義竹鄉東榮村,1188,2282,,
1001010-021,嘉義縣義竹鄉龍蛟村,2282,1391,,
1001010-022,嘉義縣義竹鄉溪洲村,1391,3350,,
1001011-001,嘉義縣鹿草鄉後寮村,3350,304,,
1001011-002,嘉義縣鹿草鄉鹿東村,304,387,,
1001011-003,嘉義縣鹿草鄉鹿草村,387,1638,,
1001011-004,嘉義縣鹿草鄉西井村,1638,1050,,
1001011-005,嘉義縣鹿草鄉豊稠村,1050,722,,
1001011-006,嘉義縣鹿草鄉重寮村,722,1966,,
1001011-007,嘉義縣鹿草鄉施家村,1966,819,,
1001011-008,嘉義縣鹿草鄉下潭村,819,1832,,
1001011-009,嘉義縣鹿草鄉光潭村,1832,945,,
1001011-010,嘉義縣鹿草鄉碧潭村,945,1078,,
1001011-011,嘉義縣鹿草鄉松竹村,1078,280,,
1001011-012,嘉義縣鹿草鄉竹山村,280,327,,
1001011-013,嘉義縣鹿草鄉後堀村,327,1499,,
1001011-014,嘉義縣鹿草鄉三角村,1499,2852,,
1001011-015,嘉義縣鹿草鄉下麻村,2852,439,,
1001012-001,嘉義縣水上鄉水上村,439,829,,
1001012-002,嘉義縣水上鄉水頭村,829,625,,
1001012-006,嘉義縣水上鄉粗溪村,625,1527,,
1001012-007,嘉義縣水上鄉下寮村,1527,565,,
1001012-008,嘉義縣水上鄉三和村,565,1243,,
1001012-009,嘉義縣水上鄉回歸村,1243,1083,,
1001012-003,嘉義縣水上鄉大堀村,1083,1438,,
1001012-004,嘉義縣水上鄉大崙村,1438,962,,
1001012-005,嘉義縣水上鄉塗溝村,962,1989,,
1001012-013,嘉義縣水上鄉龍德村,1989,1733,,
1001012-014,嘉義縣水上鄉溪洲村,1733,2783,,
1001012-010,嘉義縣水上鄉三鎮村,2783,650,,
1001012-011,嘉義縣水上鄉靖和村,650,1822,,
1001012-012,嘉義縣水上鄉南和村,1822,588,,
1001012-017,嘉義縣水上鄉柳新村,588,845,,
1001012-015,嘉義縣水上鄉柳林村,845,1481,,
1001012-016,嘉義縣水上鄉柳鄉村,1481,2086,,
1001012-025,嘉義縣水上鄉內溪村,2086,1076,,
1001012-018,嘉義縣水上鄉寬士村,1076,1679,,
1001012-019,嘉義縣水上鄉民生村,1679,1037,,
1001012-026,嘉義縣水上鄉義興村,1037,2031,,
1001012-021,嘉義縣水上鄉中庄村,2031,568,,
1001012-020,嘉義縣水上鄉忠和村,568,1544,,
1001012-022,嘉義縣水上鄉南鄉村,1544,336,,
1001012-023,嘉義縣水上鄉三界村,336,2072,,
1001012-024,嘉義縣水上鄉國姓村,2072,1300,,
1001006-001,嘉義縣溪口鄉溪東村,1300,2187,,
1001006-002,嘉義縣溪口鄉溪西村,2187,729,,
1001006-003,嘉義縣溪口鄉溪北村,729,1255,,
1001006-006,嘉義縣溪口鄉柴林村,1255,630,,
1001006-007,嘉義縣溪口鄉林腳村,630,1251,,
1001006-008,嘉義縣溪口鄉美南村,1251,814,,
1001006-009,嘉義縣溪口鄉美北村,814,2453,,
1001006-010,嘉義縣溪口鄉本厝村,2453,288,,
1001006-004,嘉義縣溪口鄉游東村,288,482,,
1001006-005,嘉義縣溪口鄉游西村,482,997,,
1001006-011,嘉義縣溪口鄉柳溝村,997,586,,
1001006-012,嘉義縣溪口鄉疊溪村,586,718,,
1001006-013,嘉義縣溪口鄉妙崙村,718,2677,,
1001006-014,嘉義縣溪口鄉坪頂村,2677,413,,
1001004-001,嘉義縣大林鎮東林里,413,1515,,
1001004-002,嘉義縣大林鎮西林里,1515,819,,
1001004-003,嘉義縣大林鎮吉林里,819,1087,,
1001004-004,嘉義縣大林鎮平林里,1087,491,,
1001004-005,嘉義縣大林鎮明華里,491,1606,,
1001004-006,嘉義縣大林鎮明和里,1606,496,,
1001004-007,嘉義縣大林鎮排路里,496,1678,,
1001004-008,嘉義縣大林鎮西結里,1678,614,,
1001004-009,嘉義縣大林鎮湖北里,614,2202,,
1001004-010,嘉義縣大林鎮大糖里,2202,577,,
1001004-011,嘉義縣大林鎮大美里,577,2117,,
1001004-012,嘉義縣大林鎮過溪里,2117,268,,
1001004-013,嘉義縣大林鎮中坑里,268,822,,
1001004-014,嘉義縣大林鎮上林里,822,565,,
1001004-015,嘉義縣大林鎮中林里,565,1328,,
1001004-016,嘉義縣大林鎮三和里,1328,461,,
1001004-017,嘉義縣大林鎮溝背里,461,1547,,
1001004-018,嘉義縣大林鎮義和里,1547,406,,
1001004-019,嘉義縣大林鎮內林里,406,1731,,
1001004-020,嘉義縣大林鎮三角里,1731,366,,
1001004-021,嘉義縣大林鎮三村里,366,1972,,
1001015-001,嘉義縣梅山鄉梅東村,1972,348,,
1001015-002,嘉義縣梅山鄉梅南村,348,1567,,
1001015-004,嘉義縣梅山鄉梅北村,1567,369,,
1001015-003,嘉義縣梅山鄉過山村,369,1556,,
1001015-005,嘉義縣梅山鄉圳南村,1556,242,,
1001015-008,嘉義縣梅山鄉圳北村,242,1491,,
#N/A,嘉義縣梅山鄉雙溪村,1491,1015,嘉義縣,
1001015-009,嘉義縣梅山鄉大南村,1015,1671,,
1001015-011,嘉義縣梅山鄉安靖村,1671,826,,
1001015-006,嘉義縣梅山鄉永興村,826,1207,,
1001015-007,嘉義縣梅山鄉半天村,1207,1144,,
1001015-012,嘉義縣梅山鄉太平村,1144,2130,,
1001015-014,嘉義縣梅山鄉太興村,2130,758,,
1001015-018,嘉義縣梅山鄉龍眼村,758,1815,,
1001015-013,嘉義縣梅山鄉碧湖村,1815,951,,
#N/A,嘉義縣梅山鄉瑞峰村,951,1708,嘉義縣,
1001015-016,嘉義縣梅山鄉瑞里村,1708,938,,
1001015-017,嘉義縣梅山鄉太和村,938,2282,,
1001007-001,嘉義縣新港鄉宮前村,2282,495,,
1001007-002,嘉義縣新港鄉宮後村,495,1242,,
1001007-003,嘉義縣新港鄉大興村,1242,766,,
1001007-004,嘉義縣新港鄉福德村,766,1253,,
1001007-005,嘉義縣新港鄉古民村,1253,1003,,
1001007-006,嘉義縣新港鄉中庄村,1003,2430,,
1001007-007,嘉義縣新港鄉大潭村,2430,636,,
1001007-008,嘉義縣新港鄉西庄村,636,2403,,
1001007-013,嘉義縣新港鄉月眉村,2403,395,,
1001007-014,嘉義縣新港鄉月潭村,395,900,,
1001007-015,嘉義縣新港鄉溪北村,900,784,,
1001007-018,嘉義縣新港鄉菜公村,784,1725,,
1001007-017,嘉義縣新港鄉中洋村,1725,848,,
1001007-016,嘉義縣新港鄉三間村,848,1600,,
1001007-019,嘉義縣新港鄉安和村,1600,737,,
1001007-020,嘉義縣新港鄉潭大村,737,1870,,
1001007-021,嘉義縣新港鄉南港村,1870,1278,,
1001007-022,嘉義縣新港鄉板頭村,1278,2107,,
1001007-023,嘉義縣新港鄉共和村,2107,1028,,
1001007-009,嘉義縣新港鄉埤子村,1028,1425,,
1001007-010,嘉義縣新港鄉南崙村,1425,932,,
1001007-011,嘉義縣新港鄉北崙村,932,1876,,
1001007-012,嘉義縣新港鄉海瀛村,1876,861,,
1001005-001,嘉義縣民雄鄉東榮村,861,2226,,
1001005-002,嘉義縣民雄鄉中樂村,2226,1135,,
1001005-003,嘉義縣民雄鄉西安村,1135,1959,,
1001005-004,嘉義縣民雄鄉寮頂村,1959,950,,
1001005-005,嘉義縣民雄鄉福權村,950,2109,,
1001005-006,嘉義縣民雄鄉東湖村,2109,1568,,
1001005-007,嘉義縣民雄鄉頂崙村,1568,2792,,
1001005-008,嘉義縣民雄鄉菁埔村,2792,943,,
1001005-009,嘉義縣民雄鄉中和村,943,2160,,
1001005-010,嘉義縣民雄鄉平和村,2160,1104,,
1001005-011,嘉義縣民雄鄉西昌村,1104,1425,,
1001005-012,嘉義縣民雄鄉豊收村,1425,694,,
1001005-013,嘉義縣民雄鄉三興村,694,1139,,
1001005-014,嘉義縣民雄鄉東興村,1139,747,,
1001005-015,嘉義縣民雄鄉鎮北村,747,1673,,
1001005-022,嘉義縣民雄鄉北斗村,1673,992,,
#N/A,嘉義縣民雄鄉雙福村,992,1732,嘉義縣,
1001005-028,嘉義縣民雄鄉福樂村,1732,503,,
1001005-024,嘉義縣民雄鄉大崎村,503,690,,
1001005-025,嘉義縣民雄鄉秀林村,690,1089,,
1001005-026,嘉義縣民雄鄉松山村,1089,2260,,
1001005-016,嘉義縣民雄鄉興中村,2260,818,,
1001005-017,嘉義縣民雄鄉興南村,818,1993,,
1001005-027,嘉義縣民雄鄉金興村,1993,422,,
1001005-018,嘉義縣民雄鄉福興村,422,1330,,
1001005-019,嘉義縣民雄鄉文隆村,1330,855,,
1001005-020,嘉義縣民雄鄉山中村,855,1307,,
1001005-021,嘉義縣民雄鄉中央村,1307,1118,,
1001014-001,嘉義縣竹崎鄉竹崎村,1118,1751,,
1001014-002,嘉義縣竹崎鄉和平村,1751,599,,
1001014-003,嘉義縣竹崎鄉坑頭村,599,1219,,
1001014-004,嘉義縣竹崎鄉沙坑村,1219,1083,,
1001014-005,嘉義縣竹崎鄉獅埜村,1083,1771,,
1001014-006,嘉義縣竹崎鄉義和村,1771,549,,
1001014-007,嘉義縣竹崎鄉義仁村,549,2334,,
1001014-008,嘉義縣竹崎鄉灣橋村,2334,438,,
1001014-009,嘉義縣竹崎鄉鹿滿村,438,1470,,
1001014-010,嘉義縣竹崎鄉紫雲村,1470,671,,
1001014-011,嘉義縣竹崎鄉內埔村,671,1901,,
1001014-012,嘉義縣竹崎鄉昇平村,1901,1370,,
1001014-014,嘉義縣竹崎鄉桃源村,1370,1857,,
1001014-013,嘉義縣竹崎鄉白杞村,1857,889,,
1001014-015,嘉義縣竹崎鄉塘興村,889,1628,,
1001014-016,嘉義縣竹崎鄉義隆村,1628,944,,
1001014-017,嘉義縣竹崎鄉龍山村,944,1654,,
#N/A,嘉義縣竹崎鄉文?村,1654,375,嘉義縣,
1001014-019,嘉義縣竹崎鄉金獅村,375,1681,,
1001014-020,嘉義縣竹崎鄉復金村,1681,677,,
1001014-021,嘉義縣竹崎鄉緞繻村,677,1846,,
1001014-022,嘉義縣竹崎鄉仁壽村,1846,25,,
1001014-023,嘉義縣竹崎鄉中和村,25,251,,
1001014-024,嘉義縣竹崎鄉光華村,251,34,,
1001013-001,嘉義縣中埔鄉中埔村,34,457,,
#N/A,嘉義縣中埔鄉??村,457,305,嘉義縣,
1001013-003,嘉義縣中埔鄉龍門村,305,1570,,
1001013-004,嘉義縣中埔鄉裕民村,1570,48,,
1001013-005,嘉義縣中埔鄉金蘭村,48,539,,
1001013-006,嘉義縣中埔鄉富收村,539,916,,
1001013-007,嘉義縣中埔鄉和睦村,916,2058,,
1001013-008,嘉義縣中埔鄉和美村,2058,504,,
1001013-009,嘉義縣中埔鄉和興村,504,672,,
1001013-010,嘉義縣中埔鄉隆興村,672,639,,
1001013-011,嘉義縣中埔鄉義仁村,639,1801,,
1001013-012,嘉義縣中埔鄉社口村,1801,26,,
1001013-013,嘉義縣中埔鄉灣潭村,26,430,,
#N/A,嘉義縣中埔鄉石?村,430,460,嘉義縣,
1001013-015,嘉義縣中埔鄉頂埔村,460,1382,,
1001013-016,嘉義縣中埔鄉同仁村,1382,358,,
1001013-020,嘉義縣中埔鄉深坑村,358,770,,
1001013-019,嘉義縣中埔鄉三層村,770,1031,,
1001013-017,嘉義縣中埔鄉瑞豐村,1031,2192,,
1001013-018,嘉義縣中埔鄉沄水村,2192,543,,
1001013-021,嘉義縣中埔鄉東興村,543,1688,,
1001013-022,嘉義縣中埔鄉中崙村,1688,837,,
1001016-001,嘉義縣番路鄉江西村,837,2056,,
1001016-002,嘉義縣番路鄉內甕村,2056,788,,
1001016-003,嘉義縣番路鄉新福村,788,2673,,
1001016-004,嘉義縣番路鄉下坑村,2673,590,,
1001016-005,嘉義縣番路鄉番路村,590,1829,,
1001016-006,嘉義縣番路鄉民和村,1829,744,,
1001016-007,嘉義縣番路鄉觸口村,744,2415,,
1001016-008,嘉義縣番路鄉大湖村,2415,653,,
1001016-009,嘉義縣番路鄉公田村,653,1619,,
1001016-010,嘉義縣番路鄉公興村,1619,482,,
1001016-011,嘉義縣番路鄉草山村,482,1333,,
1001018-001,嘉義縣阿里山鄉中山村,1333,739,,
1001018-002,嘉義縣阿里山鄉中正村,739,1724,,
1001018-003,嘉義縣阿里山鄉香林村,1724,306,,
1001018-004,嘉義縣阿里山鄉十字村,306,606,,
1001018-006,嘉義縣阿里山鄉豐山村,606,296,,
1001018-005,嘉義縣阿里山鄉來吉村,296,848,,
1001018-008,嘉義縣阿里山鄉樂野村,848,502,,
1001018-007,嘉義縣阿里山鄉達邦村,502,1092,,
1001018-009,嘉義縣阿里山鄉里佳村,1092,1085,,
1001018-010,嘉義縣阿里山鄉山美村,1085,2206,,
1001018-011,嘉義縣阿里山鄉新美村,2206,710,,
1001018-012,嘉義縣阿里山鄉茶山村,710,1589,,
1001017-001,嘉義縣大埔鄉大埔村,1589,794,,
1001017-002,嘉義縣大埔鄉和平村,794,1477,,
1001017-003,嘉義縣大埔鄉永樂村,1477,717,,
1001017-004,嘉義縣大埔鄉茄苳村,717,1030,,
1001017-005,嘉義縣大埔鄉西興村,1030,791,,
#N/A,臺南縣後壁鄉後壁村,791,1594,臺南縣,
#N/A,臺南縣後壁鄉侯伯村,1594,1146,臺南縣,
#N/A,臺南縣後壁鄉嘉苳村,1146,1981,臺南縣,
#N/A,臺南縣後壁鄉土溝村,1981,616,臺南縣,
#N/A,臺南縣後壁鄉嘉田村,616,882,臺南縣,
#N/A,臺南縣後壁鄉嘉民村,882,886,臺南縣,
#N/A,臺南縣後壁鄉菁豊村,886,1776,臺南縣,
#N/A,臺南縣後壁鄉崁頂村,1776,839,臺南縣,
#N/A,臺南縣後壁鄉後?村,839,1691,臺南縣,
#N/A,臺南縣後壁鄉墨林村,1691,715,臺南縣,
#N/A,臺南縣後壁鄉菁寮村,715,1030,臺南縣,
#N/A,臺南縣後壁鄉新嘉村,1030,1182,臺南縣,
#N/A,臺南縣後壁鄉頂長村,1182,2498,臺南縣,
#N/A,臺南縣後壁鄉平安村,2498,414,臺南縣,
#N/A,臺南縣後壁鄉仕安村,414,1082,臺南縣,
#N/A,臺南縣後壁鄉竹新村,1082,714,臺南縣,
#N/A,臺南縣後壁鄉新東村,714,1075,臺南縣,
#N/A,臺南縣後壁鄉頂安村,1075,633,臺南縣,
#N/A,臺南縣後壁鄉長安村,633,1209,臺南縣,
#N/A,臺南縣後壁鄉福安村,1209,722,臺南縣,
#N/A,臺南縣後壁鄉烏樹村,722,1374,臺南縣,
#N/A,臺南縣白河鎮白河里,1374,921,臺南縣,
#N/A,臺南縣白河鎮永安里,921,1716,臺南縣,
#N/A,臺南縣白河鎮外角里,1716,845,臺南縣,
#N/A,臺南縣白河鎮庄內里,845,1601,臺南縣,
#N/A,臺南縣白河鎮秀祐里,1601,927,臺南縣,
#N/A,臺南縣白河鎮河東里,927,1931,臺南縣,
#N/A,臺南縣白河鎮虎山里,1931,650,臺南縣,
#N/A,臺南縣白河鎮大林里,650,1387,臺南縣,
#N/A,臺南縣白河鎮崁頭里,1387,1069,臺南縣,
#N/A,臺南縣白河鎮六溪里,1069,2081,臺南縣,
#N/A,臺南縣白河鎮關嶺里,2081,584,臺南縣,
#N/A,臺南縣白河鎮仙草里,584,956,臺南縣,
#N/A,臺南縣白河鎮玉豐里,956,695,臺南縣,
#N/A,臺南縣白河鎮大竹里,695,1893,臺南縣,
#N/A,臺南縣白河鎮詔安里,1893,381,臺南縣,
#N/A,臺南縣白河鎮廣安里,381,1847,臺南縣,
#N/A,臺南縣白河鎮蓮潭里,1847,658,臺南縣,
#N/A,臺南縣白河鎮竹門里,658,1660,臺南縣,
#N/A,臺南縣白河鎮崎內里,1660,505,臺南縣,
#N/A,臺南縣白河鎮昇安里,505,1494,臺南縣,
#N/A,臺南縣白河鎮汴頭里,1494,871,臺南縣,
#N/A,臺南縣白河鎮內角里,871,1628,臺南縣,
#N/A,臺南縣白河鎮草店里,1628,673,臺南縣,
#N/A,臺南縣白河鎮甘宅里,673,1179,臺南縣,
#N/A,臺南縣北門鄉北門村,1179,905,臺南縣,
#N/A,臺南縣北門鄉永隆村,905,1606,臺南縣,
#N/A,臺南縣北門鄉永華村,1606,603,臺南縣,
#N/A,臺南縣北門鄉玉港村,603,924,臺南縣,
#N/A,臺南縣北門鄉保吉村,924,763,臺南縣,
#N/A,臺南縣北門鄉東壁村,763,1683,臺南縣,
#N/A,臺南縣北門鄉鯤江村,1683,684,臺南縣,
#N/A,臺南縣北門鄉雙春村,684,1865,臺南縣,
#N/A,臺南縣北門鄉錦湖村,1865,441,臺南縣,
#N/A,臺南縣北門鄉慈安村,441,1482,臺南縣,
#N/A,臺南縣北門鄉三光村,1482,613,臺南縣,
#N/A,臺南縣北門鄉中樞村,613,1618,臺南縣,
#N/A,臺南縣北門鄉仁里村,1618,504,臺南縣,
#N/A,臺南縣學甲鎮秀昌里,504,1148,臺南縣,
#N/A,臺南縣學甲鎮明宜里,1148,465,臺南縣,
#N/A,臺南縣學甲鎮慈福里,465,2272,臺南縣,
#N/A,臺南縣學甲鎮仁得里,2272,647,臺南縣,
#N/A,臺南縣學甲鎮新達里,647,2012,臺南縣,
#N/A,臺南縣學甲鎮新榮里,2012,336,臺南縣,
#N/A,臺南縣學甲鎮大灣里,336,1232,臺南縣,
#N/A,臺南縣學甲鎮豐和里,1232,530,臺南縣,
#N/A,臺南縣學甲鎮中洲里,530,2108,臺南縣,
#N/A,臺南縣學甲鎮光華里,2108,488,臺南縣,
#N/A,臺南縣學甲鎮宅港里,488,471,臺南縣,
#N/A,臺南縣學甲鎮平和里,471,457,臺南縣,
#N/A,臺南縣學甲鎮三慶里,457,633,臺南縣,
#N/A,臺南縣鹽水鎮水秀里,633,466,臺南縣,
#N/A,臺南縣鹽水鎮福得里,466,1392,臺南縣,
#N/A,臺南縣鹽水鎮三生里,1392,495,臺南縣,
#N/A,臺南縣鹽水鎮武廟里,495,2284,臺南縣,
#N/A,臺南縣鹽水鎮中境里,2284,534,臺南縣,
#N/A,臺南縣鹽水鎮水仙里,534,1940,臺南縣,
#N/A,臺南縣鹽水鎮水正里,1940,749,臺南縣,
#N/A,臺南縣鹽水鎮橋南里,749,1241,臺南縣,
#N/A,臺南縣鹽水鎮舊營里,1241,970,臺南縣,
#N/A,臺南縣鹽水鎮汫水里,970,1536,臺南縣,
#N/A,臺南縣鹽水鎮岸內里,1536,447,臺南縣,
#N/A,臺南縣鹽水鎮義稠里,447,765,臺南縣,
#N/A,臺南縣鹽水鎮下中里,765,301,臺南縣,
#N/A,臺南縣鹽水鎮歡雅里,301,207,臺南縣,
#N/A,臺南縣鹽水鎮大莊里,207,733,臺南縣,
#N/A,臺南縣鹽水鎮桐寮里,733,1199,臺南縣,
#N/A,臺南縣鹽水鎮後宅里,1199,919,臺南縣,
#N/A,臺南縣鹽水鎮孫厝里,919,1551,臺南縣,
#N/A,臺南縣鹽水鎮竹埔里,1551,458,臺南縣,
#N/A,臺南縣鹽水鎮下林里,458,542,臺南縣,
#N/A,臺南縣鹽水鎮田寮里,542,1024,臺南縣,
#N/A,臺南縣鹽水鎮大豐里,1024,1395,臺南縣,
#N/A,臺南縣鹽水鎮飯店里,1395,655,臺南縣,
#N/A,臺南縣鹽水鎮河南里,655,661,臺南縣,
#N/A,臺南縣鹽水鎮南港里,661,416,臺南縣,
#N/A,臺南縣新營市忠政里,416,522,臺南縣,
#N/A,臺南縣新營市民權里,522,511,臺南縣,
#N/A,臺南縣新營市三仙里,511,522,臺南縣,
#N/A,臺南縣新營市好平里,522,695,臺南縣,
#N/A,臺南縣新營市延平里,695,1007,臺南縣,
#N/A,臺南縣新營市永生里,1007,722,臺南縣,
#N/A,臺南縣新營市大宏里,722,778,臺南縣,
#N/A,臺南縣新營市王公里,778,1091,臺南縣,
#N/A,臺南縣新營市新東里,1091,1215,臺南縣,
#N/A,臺南縣新營市中營里,1215,521,臺南縣,
#N/A,臺南縣新營市土庫里,521,433,臺南縣,
#N/A,臺南縣新營市興安里,433,583,臺南縣,
#N/A,臺南縣新營市南興里,583,511,臺南縣,
#N/A,臺南縣新營市興業里,511,336,臺南縣,
#N/A,臺南縣新營市民生里,336,465,臺南縣,
#N/A,臺南縣新營市新北里,465,352,臺南縣,
#N/A,臺南縣新營市新南里,352,300,臺南縣,
#N/A,臺南縣新營市民榮里,300,211,臺南縣,
#N/A,臺南縣新營市埤寮里,211,272,臺南縣,
#N/A,臺南縣新營市護鎮里,272,402,臺南縣,
#N/A,臺南縣新營市太南里,402,383,臺南縣,
#N/A,臺南縣新營市太北里,383,326,臺南縣,
#N/A,臺南縣新營市南紙里,326,456,臺南縣,
#N/A,臺南縣新營市嘉芳里,456,799,臺南縣,
#N/A,臺南縣新營市舊?里,799,934,臺南縣,
#N/A,臺南縣新營市角帶里,934,392,臺南縣,
#N/A,臺南縣新營市鐵線里,392,308,臺南縣,
#N/A,臺南縣新營市五興里,308,266,臺南縣,
#N/A,臺南縣新營市姑爺里,266,248,臺南縣,
#N/A,臺南縣柳營鄉士林村,248,313,臺南縣,
#N/A,臺南縣柳營鄉光福村,313,307,臺南縣,
#N/A,臺南縣柳營鄉中埕村,307,641,臺南縣,
#N/A,臺南縣柳營鄉東昇村,641,590,臺南縣,
#N/A,臺南縣柳營鄉八翁村,590,379,臺南縣,
#N/A,臺南縣柳營鄉人和村,379,478,臺南縣,
#N/A,臺南縣柳營鄉太康村,478,798,臺南縣,
#N/A,臺南縣柳營鄉重溪村,798,1026,臺南縣,
#N/A,臺南縣柳營鄉篤農村,1026,357,臺南縣,
#N/A,臺南縣柳營鄉大農村,357,444,臺南縣,
#N/A,臺南縣柳營鄉神農村,444,464,臺南縣,
#N/A,臺南縣柳營鄉果毅村,464,470,臺南縣,
#N/A,臺南縣柳營鄉旭山村,470,469,臺南縣,
#N/A,臺南縣東山鄉東山村,469,469,臺南縣,
#N/A,臺南縣東山鄉東中村,469,635,臺南縣,
#N/A,臺南縣東山鄉東正村,635,633,臺南縣,
#N/A,臺南縣東山鄉大客村,633,295,臺南縣,
#N/A,臺南縣東山鄉三榮村,295,285,臺南縣,
#N/A,臺南縣東山鄉科里村,285,285,臺南縣,
#N/A,臺南縣東山鄉東河村,285,304,臺南縣,
#N/A,臺南縣東山鄉聖賢村,304,268,臺南縣,
#N/A,臺南縣東山鄉南溪村,268,226,臺南縣,
#N/A,臺南縣東山鄉水雲村,226,465,臺南縣,
#N/A,臺南縣東山鄉林安村,465,532,臺南縣,
#N/A,臺南縣東山鄉東原村,532,725,臺南縣,
