ID,county,謝長廷,馬英九,,
1000204-017,宜蘭縣頭城鎮福成里,1119,1335,,
1000204-018,宜蘭縣頭城鎮金面里,1335,1597,,
1000204-019,宜蘭縣頭城鎮金盈里,1597,1783,,
1000204-020,宜蘭縣頭城鎮頂埔里,1783,1081,,
1000204-021,宜蘭縣頭城鎮下埔里,1081,1376,,
1000204-022,宜蘭縣頭城鎮中崙里,1376,1074,,
1000204-023,宜蘭縣頭城鎮二城里,1074,1163,,
1000205-001,宜蘭縣礁溪鄉白雲村,1163,371,,
1000205-002,宜蘭縣礁溪鄉玉石村,371,446,,
1000205-003,宜蘭縣礁溪鄉德陽村,446,962,,
1000205-004,宜蘭縣礁溪鄉大忠村,962,1431,,
1000205-005,宜蘭縣礁溪鄉大義村,1431,278,,
1000205-006,宜蘭縣礁溪鄉六結村,278,966,,
1000205-007,宜蘭縣礁溪鄉二龍村,966,1171,,
1000205-008,宜蘭縣礁溪鄉時潮村,1171,1610,,
1000205-009,宜蘭縣礁溪鄉玉田村,1610,676,,
1000205-010,宜蘭縣礁溪鄉三民村,676,1070,,
1000205-011,宜蘭縣礁溪鄉林美村,1070,1540,,
1000205-012,宜蘭縣礁溪鄉白鵝村,1540,1931,,
1000205-013,宜蘭縣礁溪鄉玉光村,1931,866,,
1000205-014,宜蘭縣礁溪鄉光武村,866,996,,
1000205-015,宜蘭縣礁溪鄉吳沙村,996,2089,,
1000205-016,宜蘭縣礁溪鄉龍潭村,2089,3072,,
1000205-017,宜蘭縣礁溪鄉匏崙村,3072,1327,,
1000205-018,宜蘭縣礁溪鄉二結村,1327,1878,,
1000206-001,宜蘭縣壯圍鄉吉祥村,1878,1528,,
1000206-014,宜蘭縣壯圍鄉古結村,1528,2141,,
1000206-002,宜蘭縣壯圍鄉美福村,2141,2752,,
1000206-003,宜蘭縣壯圍鄉新南村,2752,4350,,
1000206-004,宜蘭縣壯圍鄉東港村,4350,917,,
1000206-005,宜蘭縣壯圍鄉復興村,917,1311,,
1000206-006,宜蘭縣壯圍鄉過嶺村,1311,1063,,
1000206-007,宜蘭縣壯圍鄉永鎮村,1063,1464,,
1000206-008,宜蘭縣壯圍鄉忠孝村,1464,1428,,
1000206-009,宜蘭縣壯圍鄉古亭村,1428,1649,,
1000206-010,宜蘭縣壯圍鄉功勞村,1649,1350,,
1000206-011,宜蘭縣壯圍鄉美城村,1350,1723,,
1000206-012,宜蘭縣壯圍鄉新社村,1723,693,,
1000206-013,宜蘭縣壯圍鄉大福村,693,683,,
1000207-001,宜蘭縣員山鄉員山村,683,748,,
1000207-002,宜蘭縣員山鄉尚德村,748,673,,
1000207-003,宜蘭縣員山鄉惠好村,673,483,,
1000207-004,宜蘭縣員山鄉七賢村,483,430,,
1000207-005,宜蘭縣員山鄉深溝村,430,671,,
1000207-006,宜蘭縣員山鄉蓁巷村,671,672,,
1000207-007,宜蘭縣員山鄉內城村,672,1148,,
1000207-008,宜蘭縣員山鄉中華村,1148,1222,,
1000207-009,宜蘭縣員山鄉永和村,1222,171,,
1000207-010,宜蘭縣員山鄉頭分村,171,157,,
1000207-011,宜蘭縣員山鄉枕山村,157,1490,,
1000207-012,宜蘭縣員山鄉同樂村,1490,2065,,
1000207-013,宜蘭縣員山鄉湖東村,2065,1440,,
1000207-014,宜蘭縣員山鄉逸仙村,1440,1916,,
1000207-015,宜蘭縣員山鄉湖北村,1916,1227,,
1000207-016,宜蘭縣員山鄉湖西村,1227,1342,,
1000208-002,宜蘭縣冬山鄉珍珠村,1342,1048,,
1000208-003,宜蘭縣冬山鄉補城村,1048,1198,,
1000208-004,宜蘭縣冬山鄉三奇村,1198,1448,,
1000208-005,宜蘭縣冬山鄉大興村,1448,2401,,
1000208-006,宜蘭縣冬山鄉東城村,2401,667,,
1000208-007,宜蘭縣冬山鄉香和村,667,728,,
1000208-008,宜蘭縣冬山鄉南興村,728,1036,,
1000208-010,宜蘭縣冬山鄉安平村,1036,1182,,
1000208-009,宜蘭縣冬山鄉冬山村,1182,1246,,
1000208-011,宜蘭縣冬山鄉太和村,1246,1625,,
1000208-012,宜蘭縣冬山鄉八寶村,1625,1887,,
1000208-013,宜蘭縣冬山鄉丸山村,1887,2169,,
1000208-014,宜蘭縣冬山鄉中山村,2169,1258,,
1000208-015,宜蘭縣冬山鄉順安村,1258,1448,,
1000208-016,宜蘭縣冬山鄉永美村,1448,1219,,
1000208-001,宜蘭縣冬山鄉武淵村,1219,1247,,
1000208-017,宜蘭縣冬山鄉群英村,1247,2040,,
1000208-018,宜蘭縣冬山鄉清溝村,2040,1882,,
1000208-019,宜蘭縣冬山鄉鹿埔村,1882,1826,,
1000208-020,宜蘭縣冬山鄉得安村,1826,2209,,
1000208-021,宜蘭縣冬山鄉廣興村,2209,985,,
1000208-022,宜蘭縣冬山鄉廣安村,985,1079,,
1000208-023,宜蘭縣冬山鄉柯林村,1079,1827,,
1000208-024,宜蘭縣冬山鄉大進村,1827,2425,,
1000209-001,宜蘭縣五結鄉三興村,2425,450,,
1000209-002,宜蘭縣五結鄉二結村,450,786,,
1000209-003,宜蘭縣五結鄉鎮安村,786,375,,
1000209-004,宜蘭縣五結鄉上四村,375,647,,
1000209-005,宜蘭縣五結鄉中興村,647,431,,
1000209-006,宜蘭縣五結鄉四結村,431,761,,
1000209-007,宜蘭縣五結鄉福興村,761,607,,
1000209-008,宜蘭縣五結鄉五結村,607,821,,
1000209-010,宜蘭縣五結鄉協和村,821,519,,
1000209-009,宜蘭縣五結鄉大吉村,519,724,,
1000209-011,宜蘭縣五結鄉孝威村,724,408,,
1000209-012,宜蘭縣五結鄉錦眾村,408,531,,
1000209-013,宜蘭縣五結鄉利澤村,531,412,,
1000209-014,宜蘭縣五結鄉成興村,412,600,,
1000209-015,宜蘭縣五結鄉季新村,600,531,,
1000210-001,宜蘭縣三星鄉員山村,531,679,,
1000210-002,宜蘭縣三星鄉天山村,679,359,,
1000210-003,宜蘭縣三星鄉天福村,359,533,,
1000210-012,宜蘭縣三星鄉萬德村,533,461,,
1000210-013,宜蘭縣三星鄉貴林村,461,596,,
1000210-014,宜蘭縣三星鄉萬富村,596,447,,
1000210-004,宜蘭縣三星鄉雙賢村,447,666,,
1000210-005,宜蘭縣三星鄉人和村,666,674,,
1000210-006,宜蘭縣三星鄉義德村,674,716,,
1000210-007,宜蘭縣三星鄉集慶村,716,574,,
1000210-008,宜蘭縣三星鄉月眉村,574,651,,
1000210-009,宜蘭縣三星鄉拱照村,651,360,,
1000210-011,宜蘭縣三星鄉行健村,360,452,,
1000210-010,宜蘭縣三星鄉大隱村,452,387,,
1000210-015,宜蘭縣三星鄉大義村,387,440,,
1000210-016,宜蘭縣三星鄉尚武村,440,477,,
1000210-017,宜蘭縣三星鄉大洲村,477,639,,
1000210-018,宜蘭縣三星鄉尾塹村,639,330,,
1000211-001,宜蘭縣大同鄉寒溪村,330,322,,
1000211-002,宜蘭縣大同鄉崙埤村,322,545,,
1000211-003,宜蘭縣大同鄉松羅村,545,754,,
1000211-004,宜蘭縣大同鄉復興村,754,1088,,
1000211-005,宜蘭縣大同鄉英士村,1088,1503,,
1000211-006,宜蘭縣大同鄉樂水村,1503,411,,
1000211-007,宜蘭縣大同鄉太平村,411,558,,
1000211-010,宜蘭縣大同鄉茂安村,558,785,,
1000211-008,宜蘭縣大同鄉四季村,785,880,,
1000211-009,宜蘭縣大同鄉南山村,880,784,,
1000212-003,宜蘭縣南澳鄉東岳村,784,884,,
1000212-001,宜蘭縣南澳鄉南澳村,884,799,,
1000212-002,宜蘭縣南澳鄉碧候村,799,1008,,
1000212-004,宜蘭縣南澳鄉金岳村,1008,1036,,
1000212-005,宜蘭縣南澳鄉武塔村,1036,1329,,
1000212-006,宜蘭縣南澳鄉金洋村,1329,1371,,
1000212-007,宜蘭縣南澳鄉澳花村,1371,1450,,
6800100-054,桃園市桃園區中路里,1450,530,桃園市,
6800100-050,桃園市桃園區同安里,530,534,桃園市,
6800100-044,桃園市桃園區福安里,534,421,桃園市,
6800100-049,桃園市桃園區中寧里,421,408,桃園市,
6800100-037,桃園市桃園區成功里,408,584,桃園市,
6800100-048,桃園市桃園區信光里,584,669,桃園市,
6800100-033,桃園市桃園區福林里,669,596,桃園市,
6800100-055,桃園市桃園區中德里,596,767,桃園市,
6800100-061,桃園市桃園區自強里,767,584,桃園市,
6800100-026,桃園市桃園區南門里,584,670,桃園市,
6800100-035,桃園市桃園區龍山里,670,806,桃園市,
6800100-004,桃園市桃園區大林里,806,848,桃園市,
6800100-040,桃園市桃園區中興里,848,591,桃園市,
6800100-019,桃園市桃園區西門里,591,627,桃園市,
6800100-067,桃園市桃園區南埔里,627,310,桃園市,
6800100-060,桃園市桃園區龍安里,310,362,桃園市,
6800100-052,桃園市桃園區文中里,362,490,桃園市,
6800100-018,桃園市桃園區西埔里,490,639,桃園市,
6800100-027,桃園市桃園區南華里,639,610,桃園市,
6800100-036,桃園市桃園區龍岡里,610,730,桃園市,
6800100-043,桃園市桃園區大豐里,730,662,桃園市,
6800100-001,桃園市桃園區文化里,662,826,桃園市,
6800100-025,桃園市桃園區西湖里,826,597,桃園市,
6800100-042,桃園市桃園區建國里,597,740,桃園市,
6800100-056,桃園市桃園區龍祥里,740,326,桃園市,
6800100-023,桃園市桃園區中山里,326,294,桃園市,
6800100-021,桃園市桃園區文昌里,294,518,桃園市,
6800100-059,桃園市桃園區龍鳳里,518,521,桃園市,
6800100-064,桃園市桃園區中平里,521,265,桃園市,
6800100-002,桃園市桃園區文明里,265,316,桃園市,
6800100-053,桃園市桃園區泰山里,316,778,桃園市,
6800100-041,桃園市桃園區豐林里,778,960,桃園市,
6800100-030,桃園市桃園區中正里,960,657,桃園市,
6800100-031,桃園市桃園區北門里,657,690,桃園市,
6800100-014,桃園市桃園區東山里,690,729,桃園市,
6800100-051,桃園市桃園區莊敬里,729,786,桃園市,
6800100-029,桃園市桃園區中成里,786,542,桃園市,
6800100-069,桃園市桃園區北埔里,542,569,桃園市,
6800100-013,桃園市桃園區東門里,569,380,桃園市,
6800100-039,桃園市桃園區朝陽里,380,462,桃園市,
6800100-068,桃園市桃園區寶慶里,462,598,桃園市,
6800100-020,桃園市桃園區中和里,598,803,桃園市,
6800100-008,桃園市桃園區民生里,803,746,桃園市,
6800100-012,桃園市桃園區東埔里,746,821,桃園市,
6800100-032,桃園市桃園區雲林里,821,1027,桃園市,
6800100-062,桃園市桃園區中信里,1027,1124,桃園市,
6800100-011,桃園市桃園區永安里,1124,601,桃園市,
6800100-003,桃園市桃園區武陵里,601,648,桃園市,
6800100-024,桃園市桃園區慈文里,648,426,桃園市,
6800100-065,桃園市桃園區中原里,426,509,桃園市,
6800100-009,桃園市桃園區永興里,509,547,桃園市,
6800100-016,桃園市桃園區長安里,547,492,桃園市,
6800100-022,桃園市桃園區新埔里,492,818,桃園市,
6800100-017,桃園市桃園區中埔里,818,964,桃園市,
6800100-028,桃園市桃園區玉山里,964,976,桃園市,
6800100-007,桃園市桃園區長美里,976,1040,桃園市,
6800100-066,桃園市桃園區中泰里,1040,580,桃園市,
6800100-034,桃園市桃園區光興里,580,695,桃園市,
6800100-063,桃園市桃園區長德里,695,703,桃園市,
6800100-072,桃園市桃園區同德里,703,723,桃園市,
6800100-073,桃園市桃園區明德里,723,1430,桃園市,
6800100-075,桃園市桃園區瑞慶里,1430,1532,桃園市,
6800100-074,桃園市桃園區寶安里,1532,1187,桃園市,
6800100-070,桃園市桃園區中聖里,1187,1318,桃園市,
6800100-071,桃園市桃園區龍壽里,1318,1815,桃園市,
6800100-010,桃園市桃園區汴洲里,1815,1679,桃園市,
6800100-047,桃園市桃園區春日里,1679,671,桃園市,
6800100-006,桃園市桃園區會稽里,671,800,桃園市,
6800100-057,桃園市桃園區大有里,800,570,桃園市,
6800100-058,桃園市桃園區寶山里,570,668,桃園市,
6800100-046,桃園市桃園區大興里,668,786,桃園市,
6800100-005,桃園市桃園區忠義里,786,802,桃園市,
6800100-076,桃園市桃園區三元里,802,1354,桃園市,
6800100-038,桃園市桃園區青溪里,1354,1380,桃園市,
6800100-045,桃園市桃園區三民里,1380,1096,桃園市,
6800100-015,桃園市桃園區萬壽里,1096,1190,桃園市,
6800700-002,桃園市龜山區龜山里,1190,967,桃園市,
6800700-015,桃園市龜山區新路里,967,960,桃園市,
6800700-004,桃園市龜山區大同里,960,913,桃園市,
6800700-013,桃園市龜山區中興里,913,1190,桃園市,
6800700-030,桃園市龜山區新興里,1190,1175,桃園市,
6800700-007,桃園市龜山區陸光里,1175,1258,桃園市,
6800700-008,桃園市龜山區精忠里,1258,1112,桃園市,
6800700-023,桃園市龜山區福源里,1112,1102,桃園市,
6800700-003,桃園市龜山區兔坑里,1102,1578,桃園市,
6800700-025,桃園市龜山區迴龍里,1578,1612,桃園市,
6800700-024,桃園市龜山區龍華里,1612,908,桃園市,
6800700-017,桃園市龜山區龍壽里,908,788,桃園市,
6800700-016,桃園市龜山區嶺頂里,788,1630,桃園市,
6800700-026,桃園市龜山區新嶺里,1630,1402,桃園市,
6800700-018,桃園市龜山區舊路里,1402,1092,桃園市,
6800700-014,桃園市龜山區山德里,1092,1144,桃園市,
6800700-006,桃園市龜山區山頂里,1144,958,桃園市,
6800700-005,桃園市龜山區山福里,958,967,桃園市,
6800700-022,桃園市龜山區幸福里,967,1116,桃園市,
6800700-027,桃園市龜山區大湖里,1116,1381,桃園市,
6800700-028,桃園市龜山區大華里,1381,1723,桃園市,
6800700-019,桃園市龜山區大崗里,1723,1744,桃園市,
6800700-009,桃園市龜山區公西里,1744,1654,桃園市,
6800700-020,桃園市龜山區文化里,1654,1696,桃園市,
6800700-010,桃園市龜山區樂善里,1696,1819,桃園市,
6800700-029,桃園市龜山區長庚里,1819,1852,桃園市,
6800700-012,桃園市龜山區大坑里,1852,1583,桃園市,
6800700-011,桃園市龜山區南上里,1583,1523,桃園市,
6800700-021,桃園市龜山區南美里,1523,2224,桃園市,
6800700-001,桃園市龜山區楓樹里,2224,2486,桃園市,
6800800-001,桃園市八德區興仁里,2486,1189,桃園市,
6800800-002,桃園市八德區福興里,1189,1345,桃園市,
6800800-003,桃園市八德區瑞豐里,1345,1350,桃園市,
6800800-040,桃園市八德區瑞興里,1350,1374,桃園市,
6800800-028,桃園市八德區瑞泰里,1374,881,桃園市,
6800800-004,桃園市八德區瑞發里,881,963,桃園市,
6800800-005,桃園市八德區瑞德里,963,942,桃園市,
6800800-006,桃園市八德區瑞祥里,942,1126,桃園市,
6800800-044,桃園市八德區廣德里,1126,754,桃園市,
6800800-007,桃園市八德區廣興里,754,748,桃園市,
6800800-008,桃園市八德區廣隆里,748,799,桃園市,
6800800-009,桃園市八德區竹園里,799,859,桃園市,
6800800-010,桃園市八德區霄裡里,859,787,桃園市,
6800800-045,桃園市八德區龍友里,787,760,桃園市,
6800800-038,桃園市八德區茄明里,760,1255,桃園市,
6800800-011,桃園市八德區茄苳里,1255,1241,桃園市,
6800800-012,桃園市八德區高明里,1241,748,桃園市,
6800800-039,桃園市八德區高城里,748,859,桃園市,
6800800-013,桃園市八德區白鷺里,859,1478,桃園市,
6800800-014,桃園市八德區大湳里,1478,1413,桃園市,
6800800-032,桃園市八德區大發里,1413,858,桃園市,
6800800-026,桃園市八德區大仁里,858,985,桃園市,
6800800-033,桃園市八德區大明里,985,1034,桃園市,
6800800-015,桃園市八德區大安里,1034,1132,桃園市,
6800800-034,桃園市八德區大竹里,1132,684,桃園市,
6800800-016,桃園市八德區大興里,684,722,桃園市,
6800800-041,桃園市八德區大愛里,722,1314,桃園市,
6800800-025,桃園市八德區大華里,1314,1167,桃園市,
6800800-017,桃園市八德區大和里,1167,881,桃園市,
6800800-029,桃園市八德區大昌里,881,1097,桃園市,
6800800-024,桃園市八德區大信里,1097,1181,桃園市,
6800800-046,桃園市八德區陸光里,1181,1242,桃園市,
6800800-018,桃園市八德區大同里,1242,1236,桃園市,
6800800-035,桃園市八德區大慶里,1236,1324,桃園市,
6800800-019,桃園市八德區大成里,1324,1136,桃園市,
6800800-020,桃園市八德區大義里,1136,1318,桃園市,
6800800-021,桃園市八德區大忠里,1318,1334,桃園市,
6800800-027,桃園市八德區大智里,1334,1764,桃園市,
6800800-042,桃園市八德區大宏里,1764,254,桃園市,
6800800-030,桃園市八德區大正里,254,862,桃園市,
6800800-022,桃園市八德區大福里,862,1287,桃園市,
6800800-031,桃園市八德區大強里,1287,2833,桃園市,
6800800-023,桃園市八德區大勇里,2833,1196,桃園市,
6800800-037,桃園市八德區大榮里,1196,2595,桃園市,
6800800-036,桃園市八德區大千里,2595,563,桃園市,
6800800-043,桃園市八德區大漢里,563,1314,桃園市,
6800500-001,桃園市蘆竹區新興里,1314,1043,桃園市,
6800500-002,桃園市蘆竹區中福里,1043,2449,桃園市,
6800500-003,桃園市蘆竹區新莊里,2449,853,桃園市,
6800500-022,桃園市蘆竹區上竹里,853,1586,桃園市,
6800500-023,桃園市蘆竹區宏竹里,1586,838,桃園市,
6800500-004,桃園市蘆竹區大竹里,838,1435,桃園市,
6800500-021,桃園市蘆竹區富竹里,1435,1136,桃園市,
#N/A,桃園市蘆竹區大華里,1136,1894,桃園市,
6800500-006,桃園市蘆竹區蘆竹里,1894,1097,桃園市,
6800500-018,桃園市蘆竹區南興里,1097,1625,桃園市,
6800500-017,桃園市蘆竹區南榮里,1625,1045,桃園市,
6800500-007,桃園市蘆竹區南崁里,1045,1921,桃園市,
6800500-008,桃園市蘆竹區錦興里,1921,1244,桃園市,
6800500-020,桃園市蘆竹區錦中里,1244,2036,桃園市,
6800500-019,桃園市蘆竹區長興里,2036,1208,桃園市,
6800500-009,桃園市蘆竹區五福里,1208,2000,桃園市,
6800500-026,桃園市蘆竹區羊稠里,2000,1180,桃園市,
6800500-025,桃園市蘆竹區營盤里,1180,2184,桃園市,
6800500-024,桃園市蘆竹區瓦窯里,2184,948,桃園市,
6800500-010,桃園市蘆竹區內厝里,948,1643,桃園市,
6800500-011,桃園市蘆竹區山鼻里,1643,1134,桃園市,
6800500-012,桃園市蘆竹區山腳里,1134,2174,桃園市,
6800500-013,桃園市蘆竹區外社里,2174,1597,桃園市,
6800500-014,桃園市蘆竹區坑子里,1597,3881,桃園市,
6800500-015,桃園市蘆竹區坑口里,3881,1115,桃園市,
6800500-016,桃園市蘆竹區海湖里,1115,2509,桃園市,
6800600-001,桃園市大園區大園里,2509,1999,桃園市,
6800600-002,桃園市大園區田心里,1999,3752,桃園市,
6800600-003,桃園市大園區溪海里,3752,1094,桃園市,
6800600-004,桃園市大園區和平里,1094,1743,桃園市,
6800600-005,桃園市大園區橫峰里,1743,1050,桃園市,
6800600-006,桃園市大園區五權里,1050,1880,桃園市,
6800600-007,桃園市大園區埔心里,1880,1001,桃園市,
6800600-008,桃園市大園區大海里,1001,1784,桃園市,
6800600-010,桃園市大園區三石里,1784,708,桃園市,
6800600-011,桃園市大園區?林里,708,2012,桃園市,
6800600-012,桃園市大園區竹圍里,2012,731,桃園市,
6800600-013,桃園市大園區海口里,731,1175,桃園市,
6800600-014,桃園市大園區沙崙里,1175,936,桃園市,
6800600-015,桃園市大園區後厝里,936,1482,桃園市,
6800600-016,桃園市大園區圳頭里,1482,586,桃園市,
6800600-017,桃園市大園區內海里,586,1829,桃園市,
6800600-018,桃園市大園區北港里,1829,564,桃園市,
6800600-019,桃園市大園區南港里,564,1597,桃園市,
6800300-001,桃園市大溪區興和里,1597,1070,桃園市,
6800300-002,桃園市大溪區福仁里,1070,3513,桃園市,
6800300-025,桃園市大溪區田心里,3513,402,桃園市,
6800300-003,桃園市大溪區一心里,402,2670,桃園市,
6800300-004,桃園市大溪區一德里,2670,666,桃園市,
6800300-005,桃園市大溪區月眉里,666,2140,桃園市,
6800300-006,桃園市大溪區永福里,2140,816,桃園市,
6800300-011,桃園市大溪區康安里,816,2708,桃園市,
6800300-012,桃園市大溪區義和里,2708,600,桃園市,
6800300-007,桃園市大溪區美華里,600,1951,桃園市,
6800300-008,桃園市大溪區福安里,1951,618,桃園市,
6800300-009,桃園市大溪區復興里,618,1645,桃園市,
6800300-010,桃園市大溪區新峰里,1645,568,桃園市,
6800300-014,桃園市大溪區中新里,568,1612,桃園市,
6800300-013,桃園市大溪區瑞興里,1612,519,桃園市,
6800300-017,桃園市大溪區仁善里,519,1054,桃園市,
6800300-016,桃園市大溪區僑愛里,1054,121,桃園市,
6800300-015,桃園市大溪區仁義里,121,148,桃園市,
6800300-027,桃園市大溪區仁和里,148,933,桃園市,
6800300-018,桃園市大溪區仁愛里,933,2538,桃園市,
6800300-019,桃園市大溪區仁武里,2538,549,桃園市,
6800300-026,桃園市大溪區仁文里,549,1168,桃園市,
6800300-021,桃園市大溪區南興里,1168,646,桃園市,
6800300-020,桃園市大溪區員林里,646,2293,桃園市,
6800300-023,桃園市大溪區光明里,2293,810,桃園市,
6800300-022,桃園市大溪區瑞源里,810,2021,桃園市,
6800300-024,桃園市大溪區三元里,2021,1006,桃園市,
6801300-001,桃園市復興區三民里,1006,2360,桃園市,
6801300-002,桃園市復興區澤仁里,2360,579,桃園市,
6801300-004,桃園市復興區霞雲里,579,1386,桃園市,
6801300-003,桃園市復興區義盛里,1386,1105,桃園市,
6801300-009,桃園市復興區羅浮里,1105,2650,桃園市,
6801300-005,桃園市復興區長興里,2650,884,桃園市,
6801300-007,桃園市復興區奎輝里,884,2154,桃園市,
6801300-010,桃園市復興區高義里,2154,927,桃園市,
6801300-006,桃園市復興區三光里,927,2430,桃園市,
6801300-008,桃園市復興區華陵里,2430,826,桃園市,
6800200-038,桃園市中壢區石頭里,826,1756,桃園市,
6800200-032,桃園市中壢區青埔里,1756,955,桃園市,
6800200-076,桃園市中壢區華愛里,955,2351,桃園市,
6800200-002,桃園市中壢區龍昌里,2351,983,桃園市,
6800200-048,桃園市中壢區三民里,983,2520,桃園市,
6800200-007,桃園市中壢區光明里,2520,672,桃園市,
6800200-037,桃園市中壢區信義里,672,1577,桃園市,
6800200-024,桃園市中壢區新明里,1577,1210,桃園市,
6800200-039,桃園市中壢區龍東里,1210,2202,桃園市,
6800200-049,桃園市中壢區山東里,2202,363,桃園市,
6800200-070,桃園市中壢區仁義里,363,922,桃園市,
6800200-006,桃園市中壢區成功里,922,185,桃園市,
6800200-042,桃園市中壢區後寮里,185,258,桃園市,
6800200-014,桃園市中壢區新街里,258,1499,桃園市,
6800200-065,桃園市中壢區龍德里,1499,2351,桃園市,
6800200-072,桃園市中壢區仁福里,2351,808,桃園市,
6800200-008,桃園市中壢區自立里,808,1079,桃園市,
6800200-022,桃園市中壢區洽溪里,1079,1231,桃園市,
6800200-025,桃園市中壢區新興里,1231,1795,桃園市,
6800200-011,桃園市中壢區龍興里,1795,700,桃園市,
6800200-015,桃園市中壢區中央里,700,1166,桃園市,
6800200-078,桃園市中壢區自治里,1166,1558,桃園市,
6800200-052,桃園市中壢區振興里,1558,2129,桃園市,
6800200-043,桃園市中壢區過嶺里,2129,932,桃園市,
6800200-045,桃園市中壢區舊明里,932,1558,桃園市,
6800200-027,桃園市中壢區內定里,1558,1318,桃園市,
6800200-079,桃園市中壢區健行里,1318,2020,桃園市,
6800200-058,桃園市中壢區福德里,2020,1232,桃園市,
6800200-040,桃園市中壢區中建里,1232,1772,桃園市,
6800200-051,桃園市中壢區內厝里,1772,500,桃園市,
6800200-063,桃園市中壢區至善里,500,1043,桃園市,
6800200-077,桃園市中壢區莊敬里,1043,1240,桃園市,
6800200-069,桃園市中壢區德義里,1240,1682,桃園市,
6800200-026,桃園市中壢區中原里,1682,910,桃園市,
6800200-005,桃園市中壢區內壢里,910,1287,桃園市,
6800200-059,桃園市中壢區和平里,1287,1348,桃園市,
6800200-056,桃園市中壢區復華里,1348,1943,桃園市,
6800200-034,桃園市中壢區文化里,1943,1144,桃園市,
6800200-073,桃園市中壢區幸福里,1144,1839,桃園市,
6800200-033,桃園市中壢區復興里,1839,1163,桃園市,
6800200-050,桃園市中壢區中榮里,1163,1836,桃園市,
6800200-047,桃園市中壢區月眉里,1836,1006,桃園市,
6800200-057,桃園市中壢區忠孝里,1006,1576,桃園市,
6800200-016,桃園市中壢區普仁里,1576,657,桃園市,
6800200-054,桃園市中壢區興和里,657,2355,桃園市,
6800200-028,桃園市中壢區中壢里,2355,1063,桃園市,
6800200-031,桃園市中壢區水尾里,1063,1591,桃園市,
6800200-018,桃園市中壢區忠義里,1591,990,桃園市,
6800200-060,桃園市中壢區普忠里,990,1605,桃園市,
6800200-041,桃園市中壢區興南里,1605,955,桃園市,
6800200-064,桃園市中壢區五福里,955,1643,桃園市,
6800200-066,桃園市中壢區正義里,1643,841,桃園市,
6800200-036,桃園市中壢區忠福里,841,1333,桃園市,
6800200-061,桃園市中壢區普強里,1333,790,桃園市,
6800200-035,桃園市中壢區興國里,790,967,桃園市,
6800200-044,桃園市中壢區五權里,967,1065,桃園市,
6800200-055,桃園市中壢區永光里,1065,1712,桃園市,
6800200-062,桃園市中壢區明德里,1712,985,桃園市,
6800200-017,桃園市中壢區普義里,985,1500,桃園市,
6800200-001,桃園市中壢區龍平里,1500,883,桃園市,
6800200-074,桃園市中壢區永福里,883,1205,桃園市,
6800200-021,桃園市中壢區東興里,1205,343,桃園市,
6800200-053,桃園市中壢區普慶里,343,968,桃園市,
6800200-012,桃園市中壢區仁美里,968,622,桃園市,
6800200-004,桃園市中壢區永興里,622,1881,桃園市,
6800200-046,桃園市中壢區芝芭里,1881,631,桃園市,
6800200-029,桃園市中壢區龍岡里,631,1461,桃園市,
6800200-081,桃園市中壢區中興里,1461,830,桃園市,
6800200-080,桃園市中壢區興平里,830,2211,桃園市,
6800200-020,桃園市中壢區興仁里,2211,902,桃園市,
6800200-009,桃園市中壢區自強里,902,2669,桃園市,
6800200-019,桃園市中壢區中正里,2669,732,桃園市,
6800200-068,桃園市中壢區中山里,732,2287,桃園市,
6800200-023,桃園市中壢區篤行里,2287,791,桃園市,
6800200-013,桃園市中壢區仁愛里,791,1807,桃園市,
6800200-075,桃園市中壢區仁和里,1807,974,桃園市,
6800200-030,桃園市中壢區仁祥里,974,2136,桃園市,
6800200-071,桃園市中壢區華勛里,2136,769,桃園市,
6800200-003,桃園市中壢區仁德里,769,1704,桃園市,
6800200-010,桃園市中壢區中堅里,1704,600,桃園市,
6800200-067,桃園市中壢區龍安里,600,1328,桃園市,
6801000-012,桃園市平鎮區平鎮里,1328,1009,桃園市,
6801000-027,桃園市平鎮區鎮興里,1009,2398,桃園市,
6801000-013,桃園市平鎮區南勢里,2398,1126,桃園市,
6801000-033,桃園市平鎮區金星里,1126,3213,桃園市,
6801000-045,桃園市平鎮區平安里,3213,731,桃園市,
6801000-046,桃園市平鎮區平南里,731,2620,桃園市,
6801000-015,桃園市平鎮區山峰里,2620,676,桃園市,
6801000-032,桃園市平鎮區福林里,676,2089,桃園市,
6801000-016,桃園市平鎮區湧光里,2089,377,桃園市,
6801000-014,桃園市平鎮區莊敬里,377,1279,桃園市,
6801000-029,桃園市平鎮區湧豐里,1279,632,桃園市,
6801000-030,桃園市平鎮區湧安里,632,2121,桃園市,
6801000-006,桃園市平鎮區宋屋里,2121,627,桃園市,
6801000-043,桃園市平鎮區平興里,627,1468,桃園市,
6801000-004,桃園市平鎮區廣興里,1468,307,桃園市,
6801000-031,桃園市平鎮區廣達里,307,870,桃園市,
6801000-034,桃園市平鎮區廣仁里,870,226,桃園市,
6801000-003,桃園市平鎮區復旦里,226,621,桃園市,
6801000-042,桃園市平鎮區復興里,621,425,桃園市,
6801000-005,桃園市平鎮區義民里,425,1330,桃園市,
6801000-028,桃園市平鎮區義興里,1330,695,桃園市,
6801000-001,桃園市平鎮區雙連里,695,1975,桃園市,
6801000-002,桃園市平鎮區高雙里,1975,622,桃園市,
