VILLAGE_ID,縣市,鄉鎮,村里,當選,姓名,票數,政黨,得票數,COUNTY_ID,Villige_NAME
6300200-029,臺北市,信義區,惠安里,0,楊實秋,357,無,1370,63,信義區惠安里
6300200-030,臺北市,信義區,三張里,0,林文傑,9,無,34,63,信義區三張里
6300200-030,臺北市,信義區,三張里,0,呂欣潔,78,綠黨社會民主黨聯盟,472,63,信義區三張里
6300200-030,臺北市,信義區,三張里,0,詹益正,2,無,15,63,信義區三張里
6300200-030,臺北市,信義區,三張里,0,蘇承英,4,和平鴿聯盟黨,17,63,信義區三張里
6300200-030,臺北市,信義區,三張里,0,范揚律,0,大愛憲改聯盟,9,63,信義區三張里
6300200-030,臺北市,信義區,三張里,0,林芷芬,1,台灣獨立黨,16,63,信義區三張里
6300200-030,臺北市,信義區,三張里,1,費鴻泰,354,中國國民黨,2568,63,信義區三張里
6300200-030,臺北市,信義區,三張里,0,楊實秋,333,無,2031,63,信義區三張里
6300200-031,臺北市,信義區,三犁里,0,林文傑,6,無,19,63,信義區三犁里
6300200-031,臺北市,信義區,三犁里,0,呂欣潔,95,綠黨社會民主黨聯盟,270,63,信義區三犁里
6300200-031,臺北市,信義區,三犁里,0,詹益正,4,無,9,63,信義區三犁里
6300200-031,臺北市,信義區,三犁里,0,蘇承英,6,和平鴿聯盟黨,11,63,信義區三犁里
6300200-031,臺北市,信義區,三犁里,0,范揚律,0,大愛憲改聯盟,1,63,信義區三犁里
6300200-031,臺北市,信義區,三犁里,0,林芷芬,3,台灣獨立黨,8,63,信義區三犁里
6300200-031,臺北市,信義區,三犁里,1,費鴻泰,543,中國國民黨,1472,63,信義區三犁里
6300200-031,臺北市,信義區,三犁里,0,楊實秋,380,無,1174,63,信義區三犁里
6300200-032,臺北市,信義區,六合里,0,林文傑,2,無,19,63,信義區六合里
6300200-032,臺北市,信義區,六合里,0,呂欣潔,84,綠黨社會民主黨聯盟,392,63,信義區六合里
6300200-032,臺北市,信義區,六合里,0,詹益正,2,無,10,63,信義區六合里
6300200-032,臺北市,信義區,六合里,0,蘇承英,2,和平鴿聯盟黨,18,63,信義區六合里
6300200-032,臺北市,信義區,六合里,0,范揚律,1,大愛憲改聯盟,3,63,信義區六合里
6300200-032,臺北市,信義區,六合里,0,林芷芬,1,台灣獨立黨,12,63,信義區六合里
6300200-032,臺北市,信義區,六合里,1,費鴻泰,417,中國國民黨,2057,63,信義區六合里
6300200-032,臺北市,信義區,六合里,0,楊實秋,336,無,1316,63,信義區六合里
6300200-033,臺北市,信義區,泰和里,0,林文傑,9,無,44,63,信義區泰和里
6300200-033,臺北市,信義區,泰和里,0,呂欣潔,101,綠黨社會民主黨聯盟,447,63,信義區泰和里
6300200-033,臺北市,信義區,泰和里,0,詹益正,1,無,8,63,信義區泰和里
6300200-033,臺北市,信義區,泰和里,0,蘇承英,6,和平鴿聯盟黨,17,63,信義區泰和里
6300200-033,臺北市,信義區,泰和里,0,范揚律,1,大愛憲改聯盟,5,63,信義區泰和里
6300200-033,臺北市,信義區,泰和里,0,林芷芬,2,台灣獨立黨,12,63,信義區泰和里
6300200-033,臺北市,信義區,泰和里,1,費鴻泰,440,中國國民黨,2062,63,信義區泰和里
6300200-033,臺北市,信義區,泰和里,0,楊實秋,334,無,1735,63,信義區泰和里
6300200-034,臺北市,信義區,景聯里,0,林文傑,4,無,20,63,信義區景聯里
6300200-034,臺北市,信義區,景聯里,0,呂欣潔,85,綠黨社會民主黨聯盟,259,63,信義區景聯里
6300200-034,臺北市,信義區,景聯里,0,詹益正,4,無,11,63,信義區景聯里
6300200-034,臺北市,信義區,景聯里,0,蘇承英,3,和平鴿聯盟黨,10,63,信義區景聯里
6300200-034,臺北市,信義區,景聯里,0,范揚律,2,大愛憲改聯盟,2,63,信義區景聯里
6300200-034,臺北市,信義區,景聯里,0,林芷芬,4,台灣獨立黨,12,63,信義區景聯里
6300200-034,臺北市,信義區,景聯里,1,費鴻泰,377,中國國民黨,1286,63,信義區景聯里
6300200-034,臺北市,信義區,景聯里,0,楊實秋,381,無,1153,63,信義區景聯里
6300200-035,臺北市,信義區,景勤里,0,林文傑,13,無,24,63,信義區景勤里
6300200-035,臺北市,信義區,景勤里,0,呂欣潔,54,綠黨社會民主黨聯盟,190,63,信義區景勤里
6300200-035,臺北市,信義區,景勤里,0,詹益正,1,無,9,63,信義區景勤里
6300200-035,臺北市,信義區,景勤里,0,蘇承英,1,和平鴿聯盟黨,4,63,信義區景勤里
6300200-035,臺北市,信義區,景勤里,0,范揚律,2,大愛憲改聯盟,5,63,信義區景勤里
6300200-035,臺北市,信義區,景勤里,0,林芷芬,2,台灣獨立黨,8,63,信義區景勤里
6300200-035,臺北市,信義區,景勤里,1,費鴻泰,476,中國國民黨,1157,63,信義區景勤里
6300200-035,臺北市,信義區,景勤里,0,楊實秋,286,無,966,63,信義區景勤里
6300200-036,臺北市,信義區,雙和里,0,林文傑,4,無,20,63,信義區雙和里
6300200-036,臺北市,信義區,雙和里,0,呂欣潔,134,綠黨社會民主黨聯盟,378,63,信義區雙和里
6300200-036,臺北市,信義區,雙和里,0,詹益正,5,無,9,63,信義區雙和里
6300200-036,臺北市,信義區,雙和里,0,蘇承英,5,和平鴿聯盟黨,13,63,信義區雙和里
6300200-036,臺北市,信義區,雙和里,0,范揚律,1,大愛憲改聯盟,2,63,信義區雙和里
6300200-036,臺北市,信義區,雙和里,0,林芷芬,5,台灣獨立黨,15,63,信義區雙和里
6300200-036,臺北市,信義區,雙和里,1,費鴻泰,532,中國國民黨,2106,63,信義區雙和里
6300200-036,臺北市,信義區,雙和里,0,楊實秋,444,無,1690,63,信義區雙和里
6300200-037,臺北市,信義區,嘉興里,0,林文傑,8,無,16,63,信義區嘉興里
6300200-037,臺北市,信義區,嘉興里,0,呂欣潔,101,綠黨社會民主黨聯盟,193,63,信義區嘉興里
6300200-037,臺北市,信義區,嘉興里,0,詹益正,3,無,9,63,信義區嘉興里
6300200-037,臺北市,信義區,嘉興里,0,蘇承英,4,和平鴿聯盟黨,7,63,信義區嘉興里
6300200-037,臺北市,信義區,嘉興里,0,范揚律,3,大愛憲改聯盟,3,63,信義區嘉興里
6300200-037,臺北市,信義區,嘉興里,0,林芷芬,6,台灣獨立黨,6,63,信義區嘉興里
6300200-037,臺北市,信義區,嘉興里,1,費鴻泰,408,中國國民黨,771,63,信義區嘉興里
6300200-037,臺北市,信義區,嘉興里,0,楊實秋,492,無,856,63,信義區嘉興里
6300200-038,臺北市,信義區,黎順里,0,林文傑,7,無,18,63,信義區黎順里
6300200-038,臺北市,信義區,黎順里,0,呂欣潔,77,綠黨社會民主黨聯盟,249,63,信義區黎順里
6300200-038,臺北市,信義區,黎順里,0,詹益正,3,無,9,63,信義區黎順里
6300200-038,臺北市,信義區,黎順里,0,蘇承英,3,和平鴿聯盟黨,5,63,信義區黎順里
6300200-038,臺北市,信義區,黎順里,0,范揚律,1,大愛憲改聯盟,5,63,信義區黎順里
6300200-038,臺北市,信義區,黎順里,0,林芷芬,2,台灣獨立黨,14,63,信義區黎順里
6300200-038,臺北市,信義區,黎順里,1,費鴻泰,311,中國國民黨,1109,63,信義區黎順里
6300200-038,臺北市,信義區,黎順里,0,楊實秋,316,無,934,63,信義區黎順里
6300200-039,臺北市,信義區,黎平里,0,林文傑,5,無,35,63,信義區黎平里
6300200-039,臺北市,信義區,黎平里,0,呂欣潔,105,綠黨社會民主黨聯盟,408,63,信義區黎平里
6300200-039,臺北市,信義區,黎平里,0,詹益正,5,無,19,63,信義區黎平里
6300200-039,臺北市,信義區,黎平里,0,蘇承英,8,和平鴿聯盟黨,16,63,信義區黎平里
6300200-039,臺北市,信義區,黎平里,0,范揚律,2,大愛憲改聯盟,5,63,信義區黎平里
6300200-039,臺北市,信義區,黎平里,0,林芷芬,3,台灣獨立黨,20,63,信義區黎平里
6300200-039,臺北市,信義區,黎平里,1,費鴻泰,454,中國國民黨,1904,63,信義區黎平里
6300200-039,臺北市,信義區,黎平里,0,楊實秋,380,無,1678,63,信義區黎平里
6300200-040,臺北市,信義區,黎忠里,0,林文傑,8,無,21,63,信義區黎忠里
6300200-040,臺北市,信義區,黎忠里,0,呂欣潔,101,綠黨社會民主黨聯盟,295,63,信義區黎忠里
6300200-040,臺北市,信義區,黎忠里,0,詹益正,2,無,6,63,信義區黎忠里
6300200-040,臺北市,信義區,黎忠里,0,蘇承英,0,和平鴿聯盟黨,12,63,信義區黎忠里
6300200-040,臺北市,信義區,黎忠里,0,范揚律,0,大愛憲改聯盟,3,63,信義區黎忠里
6300200-040,臺北市,信義區,黎忠里,0,林芷芬,5,台灣獨立黨,16,63,信義區黎忠里
6300200-040,臺北市,信義區,黎忠里,1,費鴻泰,463,中國國民黨,1365,63,信義區黎忠里
6300200-040,臺北市,信義區,黎忠里,0,楊實秋,384,無,1127,63,信義區黎忠里
6300200-041,臺北市,信義區,黎安里,0,林文傑,8,無,16,63,信義區黎安里
6300200-041,臺北市,信義區,黎安里,0,呂欣潔,50,綠黨社會民主黨聯盟,89,63,信義區黎安里
6300200-041,臺北市,信義區,黎安里,0,詹益正,2,無,4,63,信義區黎安里
6300200-041,臺北市,信義區,黎安里,0,蘇承英,3,和平鴿聯盟黨,6,63,信義區黎安里
6300200-041,臺北市,信義區,黎安里,0,范揚律,3,大愛憲改聯盟,3,63,信義區黎安里
6300200-041,臺北市,信義區,黎安里,0,林芷芬,4,台灣獨立黨,6,63,信義區黎安里
6300200-041,臺北市,信義區,黎安里,1,費鴻泰,412,中國國民黨,814,63,信義區黎安里
6300200-041,臺北市,信義區,黎安里,0,楊實秋,219,無,326,63,信義區黎安里
6300300-001,臺北市,大安區,德安里,0,陳家宏,10,樹黨,27,63,大安區德安里
6300300-001,臺北市,大安區,德安里,0,范雲,256,綠黨社會民主黨聯盟,1008,63,大安區德安里
6300300-001,臺北市,大安區,德安里,0,龎維良,7,無,33,63,大安區德安里
6300300-001,臺北市,大安區,德安里,0,趙衍慶,14,無,53,63,大安區德安里
6300300-001,臺北市,大安區,德安里,0,林珍妤,7,台灣獨立黨,24,63,大安區德安里
6300300-001,臺北市,大安區,德安里,0,周芳如,19,無,73,63,大安區德安里
6300300-001,臺北市,大安區,德安里,0,蔣慰慈,1,無,3,63,大安區德安里
6300300-001,臺北市,大安區,德安里,0,鄭村棋,26,人民民主陣線,119,63,大安區德安里
6300300-001,臺北市,大安區,德安里,0,曾獻瑩,33,信心希望聯盟,96,63,大安區德安里
6300300-001,臺北市,大安區,德安里,1,蔣乃辛,337,中國國民黨,1388,63,大安區德安里
6300300-001,臺北市,大安區,德安里,0,古文發,3,大愛憲改聯盟,3,63,大安區德安里
6300300-001,臺北市,大安區,德安里,0,吳旭智,28,民國黨,130,63,大安區德安里
6300300-002,臺北市,大安區,仁慈里,0,陳家宏,18,樹黨,48,63,大安區仁慈里
6300300-002,臺北市,大安區,仁慈里,0,范雲,358,綠黨社會民主黨聯盟,1161,63,大安區仁慈里
6300300-002,臺北市,大安區,仁慈里,0,龎維良,14,無,30,63,大安區仁慈里
6300300-002,臺北市,大安區,仁慈里,0,趙衍慶,28,無,69,63,大安區仁慈里
6300300-002,臺北市,大安區,仁慈里,0,林珍妤,7,台灣獨立黨,23,63,大安區仁慈里
6300300-002,臺北市,大安區,仁慈里,0,周芳如,23,無,83,63,大安區仁慈里
6300300-002,臺北市,大安區,仁慈里,0,蔣慰慈,1,無,3,63,大安區仁慈里
6300300-002,臺北市,大安區,仁慈里,0,鄭村棋,42,人民民主陣線,114,63,大安區仁慈里
6300300-002,臺北市,大安區,仁慈里,0,曾獻瑩,16,信心希望聯盟,60,63,大安區仁慈里
6300300-002,臺北市,大安區,仁慈里,1,蔣乃辛,331,中國國民黨,1177,63,大安區仁慈里
6300300-002,臺北市,大安區,仁慈里,0,古文發,1,大愛憲改聯盟,6,63,大安區仁慈里
6300300-002,臺北市,大安區,仁慈里,0,吳旭智,36,民國黨,112,63,大安區仁慈里
6300300-003,臺北市,大安區,和安里,0,陳家宏,5,樹黨,35,63,大安區和安里
6300300-003,臺北市,大安區,和安里,0,范雲,265,綠黨社會民主黨聯盟,1214,63,大安區和安里
6300300-003,臺北市,大安區,和安里,0,龎維良,8,無,48,63,大安區和安里
6300300-003,臺北市,大安區,和安里,0,趙衍慶,25,無,86,63,大安區和安里
6300300-003,臺北市,大安區,和安里,0,林珍妤,10,台灣獨立黨,35,63,大安區和安里
6300300-003,臺北市,大安區,和安里,0,周芳如,24,無,80,63,大安區和安里
6300300-003,臺北市,大安區,和安里,0,蔣慰慈,2,無,9,63,大安區和安里
6300300-003,臺北市,大安區,和安里,0,鄭村棋,24,人民民主陣線,103,63,大安區和安里
6300300-003,臺北市,大安區,和安里,0,曾獻瑩,17,信心希望聯盟,94,63,大安區和安里
6300300-003,臺北市,大安區,和安里,1,蔣乃辛,424,中國國民黨,1766,63,大安區和安里
6300300-003,臺北市,大安區,和安里,0,古文發,0,大愛憲改聯盟,5,63,大安區和安里
6300300-003,臺北市,大安區,和安里,0,吳旭智,22,民國黨,135,63,大安區和安里
6300300-004,臺北市,大安區,民炤里,0,陳家宏,9,樹黨,48,63,大安區民炤里
6300300-004,臺北市,大安區,民炤里,0,范雲,320,綠黨社會民主黨聯盟,1748,63,大安區民炤里
6300300-004,臺北市,大安區,民炤里,0,龎維良,5,無,61,63,大安區民炤里
6300300-004,臺北市,大安區,民炤里,0,趙衍慶,10,無,81,63,大安區民炤里
6300300-004,臺北市,大安區,民炤里,0,林珍妤,3,台灣獨立黨,28,63,大安區民炤里
6300300-004,臺北市,大安區,民炤里,0,周芳如,30,無,109,63,大安區民炤里
6300300-004,臺北市,大安區,民炤里,0,蔣慰慈,1,無,8,63,大安區民炤里
6300300-004,臺北市,大安區,民炤里,0,鄭村棋,21,人民民主陣線,130,63,大安區民炤里
6300300-004,臺北市,大安區,民炤里,0,曾獻瑩,32,信心希望聯盟,127,63,大安區民炤里
6300300-004,臺北市,大安區,民炤里,1,蔣乃辛,317,中國國民黨,1805,63,大安區民炤里
6300300-004,臺北市,大安區,民炤里,0,古文發,0,大愛憲改聯盟,9,63,大安區民炤里
6300300-004,臺北市,大安區,民炤里,0,吳旭智,27,民國黨,155,63,大安區民炤里
6300300-005,臺北市,大安區,仁愛里,0,陳家宏,7,樹黨,37,63,大安區仁愛里
6300300-005,臺北市,大安區,仁愛里,0,范雲,247,綠黨社會民主黨聯盟,1008,63,大安區仁愛里
6300300-005,臺北市,大安區,仁愛里,0,龎維良,5,無,28,63,大安區仁愛里
6300300-005,臺北市,大安區,仁愛里,0,趙衍慶,11,無,36,63,大安區仁愛里
6300300-005,臺北市,大安區,仁愛里,0,林珍妤,4,台灣獨立黨,23,63,大安區仁愛里
6300300-005,臺北市,大安區,仁愛里,0,周芳如,9,無,71,63,大安區仁愛里
6300300-005,臺北市,大安區,仁愛里,0,蔣慰慈,5,無,12,63,大安區仁愛里
6300300-005,臺北市,大安區,仁愛里,0,鄭村棋,32,人民民主陣線,101,63,大安區仁愛里
6300300-005,臺北市,大安區,仁愛里,0,曾獻瑩,16,信心希望聯盟,59,63,大安區仁愛里
6300300-005,臺北市,大安區,仁愛里,1,蔣乃辛,325,中國國民黨,1238,63,大安區仁愛里
6300300-005,臺北市,大安區,仁愛里,0,古文發,1,大愛憲改聯盟,6,63,大安區仁愛里
6300300-005,臺北市,大安區,仁愛里,0,吳旭智,25,民國黨,87,63,大安區仁愛里
6300300-006,臺北市,大安區,義村里,0,陳家宏,15,樹黨,50,63,大安區義村里
6300300-006,臺北市,大安區,義村里,0,范雲,106,綠黨社會民主黨聯盟,901,63,大安區義村里
6300300-006,臺北市,大安區,義村里,0,龎維良,10,無,54,63,大安區義村里
6300300-006,臺北市,大安區,義村里,0,趙衍慶,18,無,83,63,大安區義村里
6300300-006,臺北市,大安區,義村里,0,林珍妤,4,台灣獨立黨,25,63,大安區義村里
6300300-006,臺北市,大安區,義村里,0,周芳如,14,無,73,63,大安區義村里
6300300-006,臺北市,大安區,義村里,0,蔣慰慈,6,無,12,63,大安區義村里
6300300-006,臺北市,大安區,義村里,0,鄭村棋,20,人民民主陣線,113,63,大安區義村里
6300300-006,臺北市,大安區,義村里,0,曾獻瑩,20,信心希望聯盟,70,63,大安區義村里
6300300-006,臺北市,大安區,義村里,1,蔣乃辛,605,中國國民黨,1851,63,大安區義村里
6300300-006,臺北市,大安區,義村里,0,古文發,1,大愛憲改聯盟,4,63,大安區義村里
6300300-006,臺北市,大安區,義村里,0,吳旭智,31,民國黨,120,63,大安區義村里
6300300-007,臺北市,大安區,民輝里,0,陳家宏,9,樹黨,37,63,大安區民輝里
6300300-007,臺北市,大安區,民輝里,0,范雲,301,綠黨社會民主黨聯盟,1521,63,大安區民輝里
6300300-007,臺北市,大安區,民輝里,0,龎維良,6,無,40,63,大安區民輝里
6300300-007,臺北市,大安區,民輝里,0,趙衍慶,25,無,75,63,大安區民輝里
6300300-007,臺北市,大安區,民輝里,0,林珍妤,7,台灣獨立黨,31,63,大安區民輝里
6300300-007,臺北市,大安區,民輝里,0,周芳如,25,無,105,63,大安區民輝里
6300300-007,臺北市,大安區,民輝里,0,蔣慰慈,4,無,7,63,大安區民輝里
6300300-007,臺北市,大安區,民輝里,0,鄭村棋,37,人民民主陣線,100,63,大安區民輝里
6300300-007,臺北市,大安區,民輝里,0,曾獻瑩,19,信心希望聯盟,132,63,大安區民輝里
6300300-007,臺北市,大安區,民輝里,1,蔣乃辛,334,中國國民黨,1572,63,大安區民輝里
6300300-007,臺北市,大安區,民輝里,0,古文發,0,大愛憲改聯盟,0,63,大安區民輝里
6300300-007,臺北市,大安區,民輝里,0,吳旭智,25,民國黨,115,63,大安區民輝里
6300300-008,臺北市,大安區,昌隆里,0,陳家宏,8,樹黨,17,63,大安區昌隆里
6300300-008,臺北市,大安區,昌隆里,0,范雲,358,綠黨社會民主黨聯盟,705,63,大安區昌隆里
6300300-008,臺北市,大安區,昌隆里,0,龎維良,5,無,13,63,大安區昌隆里
6300300-008,臺北市,大安區,昌隆里,0,趙衍慶,17,無,31,63,大安區昌隆里
6300300-008,臺北市,大安區,昌隆里,0,林珍妤,8,台灣獨立黨,21,63,大安區昌隆里
6300300-008,臺北市,大安區,昌隆里,0,周芳如,35,無,66,63,大安區昌隆里
6300300-008,臺北市,大安區,昌隆里,0,蔣慰慈,0,無,1,63,大安區昌隆里
6300300-008,臺北市,大安區,昌隆里,0,鄭村棋,14,人民民主陣線,44,63,大安區昌隆里
6300300-008,臺北市,大安區,昌隆里,0,曾獻瑩,19,信心希望聯盟,35,63,大安區昌隆里
6300300-008,臺北市,大安區,昌隆里,1,蔣乃辛,398,中國國民黨,765,63,大安區昌隆里
6300300-008,臺北市,大安區,昌隆里,0,古文發,0,大愛憲改聯盟,1,63,大安區昌隆里
6300300-008,臺北市,大安區,昌隆里,0,吳旭智,29,民國黨,43,63,大安區昌隆里
6300300-009,臺北市,大安區,誠安里,0,陳家宏,15,樹黨,21,63,大安區誠安里
6300300-009,臺北市,大安區,誠安里,0,范雲,274,綠黨社會民主黨聯盟,905,63,大安區誠安里
6300300-009,臺北市,大安區,誠安里,0,龎維良,8,無,27,63,大安區誠安里
6300300-009,臺北市,大安區,誠安里,0,趙衍慶,15,無,47,63,大安區誠安里
6300300-009,臺北市,大安區,誠安里,0,林珍妤,8,台灣獨立黨,22,63,大安區誠安里
6300300-009,臺北市,大安區,誠安里,0,周芳如,32,無,77,63,大安區誠安里
6300300-009,臺北市,大安區,誠安里,0,蔣慰慈,3,無,6,63,大安區誠安里
6300300-009,臺北市,大安區,誠安里,0,鄭村棋,24,人民民主陣線,72,63,大安區誠安里
6300300-009,臺北市,大安區,誠安里,0,曾獻瑩,12,信心希望聯盟,54,63,大安區誠安里
6300300-009,臺北市,大安區,誠安里,1,蔣乃辛,337,中國國民黨,1040,63,大安區誠安里
6300300-009,臺北市,大安區,誠安里,0,古文發,0,大愛憲改聯盟,0,63,大安區誠安里
6300300-009,臺北市,大安區,誠安里,0,吳旭智,13,民國黨,81,63,大安區誠安里
6300300-010,臺北市,大安區,光武里,0,陳家宏,11,樹黨,56,63,大安區光武里
6300300-010,臺北市,大安區,光武里,0,范雲,249,綠黨社會民主黨聯盟,1480,63,大安區光武里
6300300-010,臺北市,大安區,光武里,0,龎維良,9,無,50,63,大安區光武里
6300300-010,臺北市,大安區,光武里,0,趙衍慶,19,無,102,63,大安區光武里
6300300-010,臺北市,大安區,光武里,0,林珍妤,6,台灣獨立黨,25,63,大安區光武里
6300300-010,臺北市,大安區,光武里,0,周芳如,18,無,140,63,大安區光武里
6300300-010,臺北市,大安區,光武里,0,蔣慰慈,0,無,5,63,大安區光武里
6300300-010,臺北市,大安區,光武里,0,鄭村棋,32,人民民主陣線,149,63,大安區光武里
6300300-010,臺北市,大安區,光武里,0,曾獻瑩,28,信心希望聯盟,99,63,大安區光武里
6300300-010,臺北市,大安區,光武里,1,蔣乃辛,332,中國國民黨,1790,63,大安區光武里
6300300-010,臺北市,大安區,光武里,0,古文發,0,大愛憲改聯盟,5,63,大安區光武里
6300300-010,臺北市,大安區,光武里,0,吳旭智,23,民國黨,132,63,大安區光武里
6300300-011,臺北市,大安區,龍坡里,0,陳家宏,9,樹黨,34,63,大安區龍坡里
6300300-011,臺北市,大安區,龍坡里,0,范雲,176,綠黨社會民主黨聯盟,1139,63,大安區龍坡里
6300300-011,臺北市,大安區,龍坡里,0,龎維良,47,無,147,63,大安區龍坡里
6300300-011,臺北市,大安區,龍坡里,0,趙衍慶,15,無,54,63,大安區龍坡里
6300300-011,臺北市,大安區,龍坡里,0,林珍妤,1,台灣獨立黨,21,63,大安區龍坡里
6300300-011,臺北市,大安區,龍坡里,0,周芳如,20,無,63,63,大安區龍坡里
6300300-011,臺北市,大安區,龍坡里,0,蔣慰慈,0,無,6,63,大安區龍坡里
6300300-011,臺北市,大安區,龍坡里,0,鄭村棋,23,人民民主陣線,69,63,大安區龍坡里
6300300-011,臺北市,大安區,龍坡里,0,曾獻瑩,24,信心希望聯盟,141,63,大安區龍坡里
6300300-011,臺北市,大安區,龍坡里,1,蔣乃辛,383,中國國民黨,1409,63,大安區龍坡里
6300300-011,臺北市,大安區,龍坡里,0,古文發,1,大愛憲改聯盟,2,63,大安區龍坡里
6300300-011,臺北市,大安區,龍坡里,0,吳旭智,27,民國黨,91,63,大安區龍坡里
6300300-012,臺北市,大安區,龍泉里,0,陳家宏,5,樹黨,20,63,大安區龍泉里
6300300-012,臺北市,大安區,龍泉里,0,范雲,294,綠黨社會民主黨聯盟,947,63,大安區龍泉里
6300300-012,臺北市,大安區,龍泉里,0,龎維良,92,無,315,63,大安區龍泉里
6300300-012,臺北市,大安區,龍泉里,0,趙衍慶,10,無,43,63,大安區龍泉里
6300300-012,臺北市,大安區,龍泉里,0,林珍妤,7,台灣獨立黨,17,63,大安區龍泉里
6300300-012,臺北市,大安區,龍泉里,0,周芳如,12,無,40,63,大安區龍泉里
6300300-012,臺北市,大安區,龍泉里,0,蔣慰慈,0,無,1,63,大安區龍泉里
6300300-012,臺北市,大安區,龍泉里,0,鄭村棋,22,人民民主陣線,65,63,大安區龍泉里
6300300-012,臺北市,大安區,龍泉里,0,曾獻瑩,25,信心希望聯盟,75,63,大安區龍泉里
6300300-012,臺北市,大安區,龍泉里,1,蔣乃辛,355,中國國民黨,1014,63,大安區龍泉里
6300300-012,臺北市,大安區,龍泉里,0,古文發,1,大愛憲改聯盟,2,63,大安區龍泉里
6300300-012,臺北市,大安區,龍泉里,0,吳旭智,34,民國黨,82,63,大安區龍泉里
6300300-013,臺北市,大安區,古風里,0,陳家宏,11,樹黨,26,63,大安區古風里
6300300-013,臺北市,大安區,古風里,0,范雲,294,綠黨社會民主黨聯盟,842,63,大安區古風里
6300300-013,臺北市,大安區,古風里,0,龎維良,29,無,99,63,大安區古風里
6300300-013,臺北市,大安區,古風里,0,趙衍慶,15,無,41,63,大安區古風里
6300300-013,臺北市,大安區,古風里,0,林珍妤,5,台灣獨立黨,25,63,大安區古風里
6300300-013,臺北市,大安區,古風里,0,周芳如,10,無,52,63,大安區古風里
6300300-013,臺北市,大安區,古風里,0,蔣慰慈,1,無,4,63,大安區古風里
6300300-013,臺北市,大安區,古風里,0,鄭村棋,10,人民民主陣線,47,63,大安區古風里
6300300-013,臺北市,大安區,古風里,0,曾獻瑩,17,信心希望聯盟,68,63,大安區古風里
6300300-013,臺北市,大安區,古風里,1,蔣乃辛,302,中國國民黨,1026,63,大安區古風里
6300300-013,臺北市,大安區,古風里,0,古文發,0,大愛憲改聯盟,0,63,大安區古風里
6300300-013,臺北市,大安區,古風里,0,吳旭智,44,民國黨,139,63,大安區古風里
6300300-014,臺北市,大安區,古莊里,0,陳家宏,14,樹黨,53,63,大安區古莊里
6300300-014,臺北市,大安區,古莊里,0,范雲,311,綠黨社會民主黨聯盟,1351,63,大安區古莊里
6300300-014,臺北市,大安區,古莊里,0,龎維良,15,無,110,63,大安區古莊里
6300300-014,臺北市,大安區,古莊里,0,趙衍慶,26,無,82,63,大安區古莊里
6300300-014,臺北市,大安區,古莊里,0,林珍妤,9,台灣獨立黨,36,63,大安區古莊里
6300300-014,臺北市,大安區,古莊里,0,周芳如,25,無,116,63,大安區古莊里
6300300-014,臺北市,大安區,古莊里,0,蔣慰慈,0,無,4,63,大安區古莊里
6300300-014,臺北市,大安區,古莊里,0,鄭村棋,30,人民民主陣線,141,63,大安區古莊里
6300300-014,臺北市,大安區,古莊里,0,曾獻瑩,35,信心希望聯盟,143,63,大安區古莊里
6300300-014,臺北市,大安區,古莊里,1,蔣乃辛,459,中國國民黨,1647,63,大安區古莊里
6300300-014,臺北市,大安區,古莊里,0,古文發,0,大愛憲改聯盟,4,63,大安區古莊里
6300300-014,臺北市,大安區,古莊里,0,吳旭智,35,民國黨,139,63,大安區古莊里
6300300-015,臺北市,大安區,龍安里,0,陳家宏,15,樹黨,52,63,大安區龍安里
6300300-015,臺北市,大安區,龍安里,0,范雲,337,綠黨社會民主黨聯盟,1305,63,大安區龍安里
6300300-015,臺北市,大安區,龍安里,0,龎維良,19,無,92,63,大安區龍安里
6300300-015,臺北市,大安區,龍安里,0,趙衍慶,7,無,53,63,大安區龍安里
6300300-015,臺北市,大安區,龍安里,0,林珍妤,5,台灣獨立黨,25,63,大安區龍安里
6300300-015,臺北市,大安區,龍安里,0,周芳如,16,無,74,63,大安區龍安里
6300300-015,臺北市,大安區,龍安里,0,蔣慰慈,4,無,8,63,大安區龍安里
6300300-015,臺北市,大安區,龍安里,0,鄭村棋,25,人民民主陣線,110,63,大安區龍安里
6300300-015,臺北市,大安區,龍安里,0,曾獻瑩,31,信心希望聯盟,119,63,大安區龍安里
6300300-015,臺北市,大安區,龍安里,1,蔣乃辛,382,中國國民黨,1519,63,大安區龍安里
6300300-015,臺北市,大安區,龍安里,0,古文發,1,大愛憲改聯盟,2,63,大安區龍安里
6300300-015,臺北市,大安區,龍安里,0,吳旭智,24,民國黨,82,63,大安區龍安里
6300300-016,臺北市,大安區,錦安里,0,陳家宏,15,樹黨,40,63,大安區錦安里
6300300-016,臺北市,大安區,錦安里,0,范雲,297,綠黨社會民主黨聯盟,1143,63,大安區錦安里
6300300-016,臺北市,大安區,錦安里,0,龎維良,12,無,73,63,大安區錦安里
6300300-016,臺北市,大安區,錦安里,0,趙衍慶,12,無,51,63,大安區錦安里
6300300-016,臺北市,大安區,錦安里,0,林珍妤,8,台灣獨立黨,23,63,大安區錦安里
6300300-016,臺北市,大安區,錦安里,0,周芳如,14,無,73,63,大安區錦安里
6300300-016,臺北市,大安區,錦安里,0,蔣慰慈,0,無,5,63,大安區錦安里
